Profile ID,GW,OR,#,OP,GWR,GWP,PB,TM,TC,£m
466491,GW37,"2,272,558",down,2051,"3,665,439",63,9,3,4,101
466491,GW36,"2,220,199",up,1992,"784,081",93,3,0,0,101
466491,GW35,"2,508,817",down,1899,"3,413,552",59,4,3,8,100.9
466491,GW34,"2,425,241",up,1848,"496,397",66,1,3,0,100.5
466491,GW33,"2,934,876",up,1782,"3,442,603",76,19,0,0,100.5
466491,GW32,"2,979,535",down,1706,"6,977,111",46,7,1,0,100.7
466491,GW31,"2,823,356",up,1660,"681,717",65,0,0,0,100.8
466491,GW30,"3,331,524",up,1595,"722,495",62,10,1,0,100.8
466491,GW29,"3,798,658",up,1533,"3,866,263",64,17,2,0,100.4
466491,GW28,"3,977,563",up,1469,"1,858,702",72,7,0,0,100.4
466491,GW27,"4,440,782",up,1397,"5,058,606",48,6,1,0,100.2
466491,GW26,"4,493,416",up,1349,"873,288",79,0,0,0,100.5
466491,GW25,"5,117,015",up,1270,"1,726,924",73,5,2,4,100.2
466491,GW24,"5,404,196",up,1201,"4,622,049",60,0,6,4,99.9
466491,GW23,"5,433,054",up,1145,"5,508,966",45,3,0,0,100
466491,GW22,"5,464,024",up,1100,"1,802,860",51,2,0,0,99.3
466491,GW21,"5,845,942",down,1049,"10,694,296",34,3,0,0,99.7
466491,GW20,"5,258,283",down,1015,"6,326,414",41,1,0,0,99.9
466491,GW19,"5,164,085",up,974,"3,898,573",45,3,0,0,100
466491,GW18,"5,323,766",down,929,"9,985,628",36,11,5,12,100.1
466491,GW17,"4,513,412",down,905,"6,619,617",67,2,0,0,100.6
466491,GW16,"4,229,633",down,838,"8,122,979",55,6,6,4,100.5
466491,GW15,"3,617,858",down,787,"11,551,191",31,9,0,0,100.2
466491,GW14,"2,700,591",down,756,"8,596,406",51,3,0,0,100.4
466491,GW13,"2,008,668",down,705,"6,899,012",33,10,1,0,100.5
466491,GW12,"1,808,531",down,672,"8,046,574",34,5,2,4,100.7
466491,GW11,"1,341,434",down,642,"11,917,133",23,4,1,0,101.4
466491,GW10,"739,867",down,619,"4,833,671",70,13,2,0,101
466491,GW9,"634,486",up,549,"1,068,801",64,11,0,0,100.9
466491,GW8,"1,152,477",up,485,"1,020,756",76,20,0,0,100.7
466491,GW7,"1,676,086",up,409,"1,669,594",77,18,0,0,100.9
466491,GW6,"2,265,723",down,332,"8,970,740",32,1,2,0,100.7
466491,GW5,"705,424",down,300,"8,972,267",35,6,0,0,100.9
466491,GW4,"271,052",up,265,"2,509,586",74,7,1,0,100.6
466491,GW3,"302,134",up,191,"1,744,002",60,0,2,0,100.5
466491,GW2,"587,695",up,131,"418,111",75,19,0,0,100
466491,GW1,"3,932,974",same,56,"3,932,979",56,13,0,0,100
61578,GW38,"2,166,962",down,2106,"3,663,531",51,1,3,4,99.7
61578,GW37,"2,126,509",down,2059,"5,697,616",57,0,2,0,100
61578,GW36,"2,038,902",down,2002,"4,309,812",76,24,3,0,100
61578,GW35,"2,004,421",down,1926,"4,949,151",54,16,0,0,99.4
61578,GW34,"1,974,087",down,1872,"7,624,610",31,0,0,0,100.6
61578,GW33,"1,750,219",up,1841,"1,298,048",96,20,0,0,100.7
61578,GW32,"2,068,696",up,1745,"2,060,526",60,3,0,0,100.7
61578,GW31,"2,218,257",down,1685,"7,875,650",31,0,0,0,100.8
61578,GW30,"1,799,547",up,1654,"3,001,680",51,7,0,0,100.7
61578,GW29,"1,857,053",down,1603,"5,792,366",57,18,3,0,100.5
61578,GW28,"1,750,153",down,1546,"7,809,416",48,0,0,0,101
61578,GW27,"1,374,001",up,1498,"3,047,749",53,4,1,0,100.6
61578,GW26,"1,529,517",up,1445,"4,647,478",64,5,1,0,100.5
61578,GW25,"1,534,816",down,1381,"5,199,384",62,6,0,0,100.3
61578,GW24,"1,435,149",up,1319,"3,391,591",63,4,1,0,100.2
61578,GW23,"1,543,821",up,1256,"3,081,774",52,8,2,0,100.3
61578,GW22,"1,802,344",up,1204,"5,573,820",41,5,0,0,100.1
61578,GW21,"1,867,751",up,1163,"1,450,425",64,18,1,0,99.9
61578,GW20,"2,148,345",down,1099,"5,947,639",43,3,5,0,99.8
61578,GW19,"2,023,513",up,1056,"1,898,872",51,2,0,0,99.9
61578,GW18,"2,385,061",down,1005,"7,008,846",42,0,0,0,100.2
61578,GW17,"2,249,744",down,963,"6,064,933",69,2,0,0,100.3
61578,GW16,"1,929,306",down,894,"6,110,555",60,4,0,0,100.5
61578,GW15,"1,621,381",up,834,"1,207,972",66,5,0,0,100.7
61578,GW14,"2,170,904",up,768,"1,098,348",79,4,0,0,100.6
61578,GW13,"2,724,775",up,689,"34,885",75,4,0,0,100.7
61578,GW12,"4,806,757",up,614,"3,747,418",45,10,3,0,100.5
61578,GW11,"5,112,586",down,569,"9,998,837",30,2,0,0,101
61578,GW10,"4,598,074",up,539,"626,989",86,7,0,0,101
61578,GW9,"5,709,327",down,453,"8,044,269",40,13,0,0,100.7
61578,GW8,"5,276,022",up,413,"2,544,669",68,17,0,0,100.8
61578,GW7,"6,136,098",up,345,"3,680,658",69,11,0,0,99.7
61578,GW6,"7,008,685",down,276,"9,700,496",29,13,1,0,99.8
61578,GW5,"5,847,753",up,247,"4,209,632",47,13,3,4,99.8
61578,GW4,"6,008,247",up,204,"2,649,081",73,11,0,0,99.8
61578,GW3,"7,654,980",up,131,"6,393,839",46,10,2,0,99.8
61578,GW2,"7,974,800",down,85,"9,827,140",33,15,0,0,99.9
61578,GW1,"5,174,823",same,52,"5,174,831",52,11,0,0,100
978794,GW38,"2,216,284",down,2103,"4,183,646",48,2,0,0,102.4
978794,GW37,"2,195,681",down,2055,"6,794,302",53,0,0,0,102.8
978794,GW36,"2,041,372",down,2002,"4,078,492",76,3,0,0,102.7
978794,GW35,"2,008,311",up,1926,"2,778,662",60,8,0,0,103
978794,GW34,"2,085,179",down,1866,"11,752,533",17,0,0,0,102.8
978794,GW33,"1,616,671",up,1849,"2,151,675",87,0,4,0,102.9
978794,GW32,"1,717,082",down,1762,"9,652,211",37,3,0,0,103.7
978794,GW31,"1,388,614",up,1725,"1,440,379",60,7,0,0,103.6
978794,GW30,"1,561,835",up,1665,"3,001,680",51,0,0,0,103.7
978794,GW29,"1,605,015",down,1614,"4,969,055",59,15,0,0,103.5
978794,GW28,"1,545,815",up,1555,"2,038,385",71,3,0,0,103.6
978794,GW27,"1,727,773",up,1484,"1,714,557",58,4,2,0,103.4
978794,GW26,"2,036,552",down,1426,"6,209,100",59,1,0,0,103.5
978794,GW25,"1,920,887",up,1367,"2,611,986",70,11,4,4,103.1
978794,GW24,"1,937,026",down,1301,"11,149,034",41,1,0,0,103.7
978794,GW23,"1,440,242",up,1260,"2,513,820",53,11,0,0,103.7
978794,GW22,"1,724,075",down,1207,"10,539,769",32,5,2,0,103.4
978794,GW21,"1,524,009",up,1175,"1,450,425",64,10,1,0,103.2
978794,GW20,"1,774,904",down,1111,"7,449,709",38,1,0,0,103.1
978794,GW19,"1,502,558",up,1073,"1,057,294",56,8,3,0,102.9
978794,GW18,"1,981,137",down,1017,"5,897,405",45,11,1,0,103.8
978794,GW17,"1,947,638",down,972,"6,266,918",69,2,2,0,103.7
978794,GW16,"1,631,085",down,903,"11,128,899",43,3,2,0,103.7
978794,GW15,"845,496",down,860,"5,416,514",51,11,2,0,103.5
978794,GW14,"794,884",down,809,"4,365,324",66,9,0,0,103.2
978794,GW13,"735,204",down,743,"5,206,134",37,10,2,0,103
978794,GW12,"641,380",up,706,"3,070,864",47,2,2,0,103.1
978794,GW11,"761,190",down,659,"6,543,499",37,4,0,0,103.2
978794,GW10,"656,557",up,622,"2,057,872",78,9,0,0,102.9
978794,GW9,"781,936",down,544,"5,412,326",47,28,0,0,102.4
978794,GW8,"727,047",up,497,"1,220,181",75,12,1,0,102.2
978794,GW7,"1,041,975",up,422,"1,849,225",77,15,3,0,101.6
978794,GW6,"1,413,952",up,345,"2,175,697",63,13,0,0,101.3
978794,GW5,"1,874,367",up,282,"2,385,748",51,11,0,0,101.1
978794,GW4,"2,489,563",up,231,"3,536,852",70,20,0,0,100.6
978794,GW3,"3,046,843",up,161,"4,387,444",51,1,1,0,100.4
978794,GW2,"3,528,824",down,110,"6,637,180",47,16,1,0,100.1
978794,GW1,"2,149,481",same,63,"2,149,481",63,14,0,0,100
4957370,GW38,"2,320,631",up,2097,"240,027",75,6,1,0,101.8
4957370,GW37,"2,782,309",up,2022,"469,380",80,0,1,0,101.8
4957370,GW36,"3,139,672",up,1942,"4,020,080",77,20,2,0,101.7
4957370,GW35,"3,177,285",up,1865,"723,336",70,12,0,0,101.9
4957370,GW34,"3,498,294",down,1795,"7,942,082",31,10,2,4,101.7
4957370,GW33,"3,242,835",down,1768,"10,377,413",49,10,1,0,102.2
4957370,GW32,"2,666,448",up,1719,"4,465,665",53,19,1,0,102.5
4957370,GW31,"2,674,213",up,1666,"810,859",64,10,0,0,102.3
4957370,GW30,"3,134,690",up,1602,"60,485",74,2,1,0,102
4957370,GW29,"3,943,628",up,1528,"3,658,307",64,13,0,0,101.6
4957370,GW28,"4,133,659",down,1464,"8,059,306",48,3,2,0,102.9
4957370,GW27,"3,803,504",down,1416,"7,767,657",42,2,0,0,103
4957370,GW26,"3,659,854",up,1374,"1,633,978",75,5,2,0,102.9
4957370,GW25,"4,122,335",up,1299,"510,792",80,3,0,0,103
4957370,GW24,"4,768,254",down,1219,"6,950,395",54,15,1,0,103.1
4957370,GW23,"4,719,175",down,1165,"11,457,544",31,14,1,0,103.5
4957370,GW22,"4,250,336",down,1134,"8,143,185",37,5,2,0,103.4
4957370,GW21,"4,175,657",up,1097,"3,196,413",57,23,0,0,103
4957370,GW20,"4,325,432",up,1040,"4,426,261",47,23,1,0,102.7
4957370,GW19,"4,425,483",down,993,"9,920,077",33,18,1,0,102.9
4957370,GW18,"4,121,337",down,960,"7,766,178",41,9,1,0,102.7
4957370,GW17,"3,962,156",up,919,"1,653,190",87,26,1,0,102.8
4957370,GW16,"4,497,159",up,832,"1,575,399",78,0,5,0,102.6
4957370,GW15,"5,185,419",up,754,"2,445,608",60,2,1,0,102.2
4957370,GW14,"5,665,143",up,694,"3,279,359",70,3,1,0,102.3
4957370,GW13,"6,110,466",down,624,"7,875,418",31,2,2,4,102.5
4957370,GW12,"5,728,687",down,597,"7,299,844",35,9,0,0,102.9
4957370,GW11,"5,513,973",down,562,"9,418,006",32,7,1,0,102.8
4957370,GW10,"5,125,296",up,530,"5,198,386",69,7,2,0,102.2
4957370,GW9,"5,224,594",down,461,"5,412,326",47,7,0,0,101.8
4957370,GW8,"5,223,007",up,414,"3,904,941",64,26,2,0,101.2
4957370,GW7,"5,760,880",up,350,"3,680,658",69,9,0,0,100.5
4957370,GW6,"6,577,577",up,281,"2,556,638",61,24,0,0,99.9
4957370,GW5,"8,329,459",down,220,"8,903,214",36,3,2,4,100.2
4957370,GW4,"7,724,165",down,188,"8,754,708",55,2,2,0,100.1
4957370,GW3,"7,412,567",down,133,"10,361,326",32,2,0,0,100.1
4957370,GW2,"5,434,641",up,101,"1,601,384",65,6,1,0,100
4957370,GW1,"8,771,507",same,36,"8,771,522",36,24,0,0,100
3090098,GW38,"2,402,818",down,2092,"11,481,624",23,6,0,0,101.9
3090098,GW37,"1,969,479",down,2069,"9,822,946",44,3,1,0,102.2
3090098,GW36,"1,677,904",up,2025,"2,531,440",83,7,1,0,102.5
3090098,GW35,"1,743,099",down,1942,"6,517,132",51,11,1,0,102.4
3090098,GW34,"1,662,969",up,1891,"124,244",73,15,0,0,102.3
3090098,GW33,"2,190,411",up,1818,"1,684,485",92,10,3,0,102.3
3090098,GW32,"2,503,251",up,1726,"709,337",68,13,0,0,102.9
3090098,GW31,"2,871,226",down,1658,"5,855,353",39,0,0,0,103.1
3090098,GW30,"2,676,543",up,1619,"747,780",62,0,2,4,103.3
3090098,GW29,"2,980,787",down,1561,"6,312,677",55,20,1,0,102.9
3090098,GW28,"2,845,339",down,1506,"8,328,793",47,2,2,0,103.3
3090098,GW27,"2,425,854",down,1459,"8,304,160",41,10,0,0,103.5
3090098,GW26,"2,268,157",up,1418,"3,695,224",67,10,2,0,103.1
3090098,GW25,"2,390,528",up,1351,"1,327,393",74,3,0,0,102.7
3090098,GW24,"2,706,201",up,1277,"2,865,989",64,3,0,0,102.5
3090098,GW23,"2,951,482",down,1213,"9,082,977",38,3,1,0,102.6
3090098,GW22,"2,763,357",down,1175,"10,468,652",32,16,1,0,102.2
3090098,GW21,"2,530,422",up,1143,"3,456,179",57,1,2,0,101.8
3090098,GW20,"2,606,482",up,1086,"843,063",62,5,0,0,102.1
3090098,GW19,"3,206,462",down,1024,"7,143,188",39,12,2,0,102.1
3090098,GW18,"3,141,462",down,985,"10,643,585",33,3,0,0,102.3
3090098,GW17,"2,669,886",up,952,"366,812",100,0,4,0,101.8
3090098,GW16,"3,619,219",down,852,"11,290,007",42,13,2,0,101.9
3090098,GW15,"2,589,703",down,810,"11,540,405",32,11,2,0,101.8
3090098,GW14,"1,780,400",up,778,"3,097,648",70,11,0,0,101.5
3090098,GW13,"1,890,954",up,708,"2,134,187",46,7,1,0,101.1
3090098,GW12,"2,274,572",up,662,"1,132,937",56,3,2,4,101.1
3090098,GW11,"2,857,778",up,610,"1,049,739",52,9,0,0,101.2
3090098,GW10,"3,536,291",down,558,"6,656,485",65,11,2,4,101.2
3090098,GW9,"3,017,214",down,497,"9,958,762",36,33,2,0,101.2
3090098,GW8,"2,335,106",down,461,"4,308,006",62,5,0,0,101.3
3090098,GW7,"2,268,012",up,399,"799,971",83,13,2,0,100.7
3090098,GW6,"3,475,155",up,316,"4,324,037",53,5,0,0,100.8
3090098,GW5,"3,904,701",down,263,"8,972,267",35,17,0,0,100.4
3090098,GW4,"2,878,106",down,228,"8,473,808",56,2,2,0,100.4
3090098,GW3,"1,536,300",down,172,"8,795,079",39,11,1,0,100.2
3090098,GW2,"469,753",up,133,"1,207,900",67,17,0,0,100
3090098,GW1,"1,560,765",same,66,"1,560,764",66,23,0,0,100
6218194,GW38,"2,829,852",up,2067,"262,070",74,4,0,0,100.8
6218194,GW37,"3,326,334",up,1993,"2,497,355",67,0,2,0,100.7
6218194,GW36,"3,453,478",up,1926,"2,200,588",84,22,0,0,100.5
6218194,GW35,"3,657,026",down,1842,"6,993,965",50,13,3,0,100.5
6218194,GW34,"3,559,851",up,1792,"2,070,491",52,0,0,0,100.2
6218194,GW33,"3,877,713",up,1740,"3,794,589",74,8,0,0,100
6218194,GW32,"3,969,620",up,1666,"310,850",74,10,3,0,100
6218194,GW31,"4,572,977",up,1592,"4,930,754",43,17,0,0,100.3
6218194,GW30,"4,633,753",down,1549,"6,596,469",42,8,0,0,100.7
6218194,GW29,"4,566,673",up,1507,"3,415,204",65,14,0,0,100.6
6218194,GW28,"4,817,771",down,1442,"6,689,636",53,4,3,0,101
6218194,GW27,"4,701,229",up,1389,"4,292,797",49,3,0,0,100.9
6218194,GW26,"4,789,097",down,1340,"10,681,543",45,11,0,0,101.1
6218194,GW25,"4,261,757",up,1295,"3,228,423",68,17,2,0,100.9
6218194,GW24,"4,478,331",down,1227,"7,900,182",51,10,0,0,101.2
6218194,GW23,"4,313,301",up,1176,"3,375,288",51,16,1,0,101.2
6218194,GW22,"4,579,602",up,1125,"4,905,290",43,10,1,0,100.9
6218194,GW21,"4,719,307",up,1082,"317,279",73,18,5,0,100.3
6218194,GW20,"5,469,397",down,1009,"7,449,709",38,13,0,0,100.4
6218194,GW19,"5,271,254",up,971,"4,323,652",44,6,0,0,100.3
6218194,GW18,"5,391,930",up,927,"1,705,885",57,15,2,0,100.1
6218194,GW17,"5,852,275",up,870,"5,202,219",72,9,0,0,99.9
6218194,GW16,"5,931,801",down,798,"9,307,897",51,14,3,0,100.2
6218194,GW15,"5,505,937",down,747,"10,782,944",36,3,2,0,100.9
6218194,GW14,"4,860,220",up,711,"2,539,974",72,2,0,0,101.1
6218194,GW13,"5,334,703",down,639,"11,240,473",22,2,3,0,101.5
6218194,GW12,"4,642,356",down,617,"6,881,973",36,4,0,0,101.8
6218194,GW11,"4,456,383",down,581,"8,130,985",34,11,0,0,102
6218194,GW10,"4,161,537",down,547,"4,171,955",72,6,3,4,102.1
6218194,GW9,"4,103,081",down,479,"6,462,443",44,5,0,0,102.3
6218194,GW8,"3,903,420",up,435,"4,792,094",61,12,1,0,102.2
6218194,GW7,"3,988,997",up,374,"1,243,379",80,11,2,0,101.7
6218194,GW6,"5,404,524",down,294,"7,460,706",37,10,0,0,101.6
6218194,GW5,"4,624,228",down,257,"10,587,947",30,15,1,0,101.3
6218194,GW4,"2,971,920",up,227,"2,313,259",75,13,2,0,101
6218194,GW3,"4,494,149",up,152,"3,524,366",53,7,0,0,100.6
6218194,GW2,"5,742,257",up,99,"2,759,251",59,6,0,0,100
6218194,GW1,"8,200,235",same,40,"8,200,248",40,17,0,0,100
8090328,GW38,"3,111,792",down,2051,"6,061,766",42,0,1,0,98.2
8090328,GW37,"3,020,137",up,2009,"3,366,415",63,7,0,0,98.4
8090328,GW36,"3,059,832",up,1946,"857,630",93,2,2,0,98.6
8090328,GW35,"3,423,346",up,1853,"1,303,648",66,4,0,0,99.1
8090328,GW34,"3,667,430",up,1787,"1,907,947",53,10,0,0,98.9
8090328,GW33,"4,016,545",up,1734,"3,561,856",76,1,1,0,99
8090328,GW32,"4,169,339",up,1658,"99,214",80,13,1,0,99
8090328,GW31,"4,938,897",down,1578,"9,472,717",26,0,3,0,99.1
8090328,GW30,"4,545,795",down,1552,"11,232,108",30,5,0,0,99.9
8090328,GW29,"4,118,191",down,1522,"8,670,502",46,13,0,0,100.2
8090328,GW28,"3,756,195",down,1476,"7,231,607",51,4,2,0,100.6
8090328,GW27,"3,500,992",down,1425,"10,162,986",38,14,2,0,100.5
8090328,GW26,"3,224,254",down,1387,"6,100,773",60,2,1,0,100.8
8090328,GW25,"3,160,827",up,1327,"17,308",100,2,1,0,100.9
8090328,GW24,"4,472,327",down,1227,"11,557,656",39,0,0,0,101.7
8090328,GW23,"3,860,050",down,1188,"6,907,487",42,5,0,0,102.1
8090328,GW22,"3,803,632",up,1146,"5,991,939",41,11,2,0,101.9
8090328,GW21,"3,878,031",up,1105,"4,557,819",54,6,3,0,101.6
8090328,GW20,"3,893,911",up,1051,"1,776,880",56,1,0,0,101.7
8090328,GW19,"4,336,161",down,995,"6,218,694",40,10,0,0,101.7
8090328,GW18,"4,310,167",up,955,"3,532,593",50,6,0,0,101.6
8090328,GW17,"4,515,990",down,905,"7,851,245",62,2,0,0,101.7
8090328,GW16,"4,015,560",down,843,"8,094,163",55,7,5,0,101.3
8090328,GW15,"3,579,259",down,788,"10,302,111",37,9,0,0,101
8090328,GW14,"2,943,327",down,751,"10,243,798",43,8,2,0,101.1
8090328,GW13,"1,883,377",up,708,"1,262,874",50,15,0,0,101.2
8090328,GW12,"2,468,935",down,658,"7,628,284",35,7,2,0,101.1
8090328,GW11,"2,192,506",up,623,"638,099",55,11,0,0,100.7
8090328,GW10,"2,980,231",down,568,"8,007,548",61,16,2,0,100.6
8090328,GW9,"2,442,513",up,507,"3,548,978",53,11,0,0,100.8
8090328,GW8,"2,759,185",down,454,"4,868,198",61,12,2,0,100.8
8090328,GW7,"2,655,868",down,393,"6,248,480",60,3,0,0,100.8
8090328,GW6,"2,195,626",down,333,"4,674,411",52,1,2,0,100.6
8090328,GW5,"1,977,616",down,281,"8,600,493",36,2,0,0,100.5
8090328,GW4,"1,185,470",up,245,"229,973",90,1,1,0,100.2
8090328,GW3,"4,046,717",up,155,"1,339,525",62,1,2,0,100
8090328,GW2,"6,848,626",up,93,"5,148,179",51,0,0,0,99.9
8090328,GW1,"7,826,116",same,42,"7,826,128",42,1,0,0,100
2591186,GW38,"3,160,830",down,2048,"7,335,590",37,0,0,0,100.9
2591186,GW37,"2,977,892",down,2011,"4,011,106",61,12,0,0,101.3
2591186,GW36,"2,977,140",down,1950,"6,152,810",68,23,0,0,101.2
2591186,GW35,"2,827,410",down,1882,"7,010,401",49,9,0,0,101.4
2591186,GW34,"2,707,073",up,1833,"1,751,042",54,15,0,0,101.3
2591186,GW33,"2,992,972",down,1779,"4,188,228",72,5,0,0,101.4
2591186,GW32,"2,946,235",up,1707,"1,256,408",64,7,0,0,101.6
2591186,GW31,"3,241,014",down,1643,"6,587,049",36,2,0,0,101.7
2591186,GW30,"2,991,012",down,1607,"9,179,042",36,15,0,0,101.9
2591186,GW29,"2,694,600",up,1571,"3,909,713",63,1,0,0,101.6
2591186,GW28,"2,782,269",up,1508,"3,528,332",65,0,5,0,101.4
2591186,GW27,"2,911,964",up,1443,"5,058,606",48,19,1,0,101.4
2591186,GW26,"2,963,458",up,1395,"180,673",89,12,0,0,101.6
2591186,GW25,"3,872,131",down,1306,"8,483,585",53,18,0,0,101.6
2591186,GW24,"3,533,361",up,1253,"5,693,798",57,6,1,0,101.5
2591186,GW23,"3,559,826",down,1196,"7,241,567",42,12,1,0,101.6
2591186,GW22,"3,503,489",down,1154,"11,252,225",30,12,2,0,101.2
2591186,GW21,"3,182,460",up,1124,"1,151,359",65,13,0,0,101.1
2591186,GW20,"3,590,301",down,1059,"5,953,665",42,27,0,0,100.9
2591186,GW19,"3,466,350",up,1017,"4,769,153",43,1,0,0,101.1
2591186,GW18,"3,561,148",down,974,"8,817,993",38,11,0,0,101.2
2591186,GW17,"3,277,418",up,936,"377,715",99,18,0,0,101
2591186,GW16,"4,276,653",up,837,"3,823,975",68,0,5,0,101
2591186,GW15,"4,476,810",down,769,"11,221,675",33,12,0,0,101.8
2591186,GW14,"3,655,117",down,736,"5,032,111",64,19,0,0,101.5
2591186,GW13,"3,599,804",up,672,"2,379,872",45,11,1,0,101.3
2591186,GW12,"4,113,376",up,627,"1,622,123",53,26,2,0,101
2591186,GW11,"4,854,503",up,574,"4,999,072",40,15,0,0,101.4
2591186,GW10,"4,907,264",down,534,"5,930,616",67,18,2,0,101.7
2591186,GW9,"4,862,891",down,467,"10,356,764",34,7,0,0,101.9
2591186,GW8,"4,048,246",up,433,"1,646,545",72,6,0,0,101.9
2591186,GW7,"4,978,494",up,361,"2,321,436",75,18,4,0,101.5
2591186,GW6,"6,130,280",down,286,"7,460,706",37,6,0,0,101.5
2591186,GW5,"5,596,669",up,249,"5,562,398",43,12,0,0,101.3
2591186,GW4,"5,814,687",up,206,"4,531,594",67,17,0,0,100.9
2591186,GW3,"6,716,909",down,139,"8,290,725",41,14,3,8,100.6
2591186,GW2,"4,380,142",up,106,"3,433,596",57,5,1,0,100.1
2591186,GW1,"6,072,139",same,49,"6,072,149",49,17,0,0,100
5186807,GW38,"3,248,651",down,2043,"10,737,886",26,0,0,0,99.6
5186807,GW37,"2,864,030",up,2017,"3,071,590",64,0,0,0,99.6
5186807,GW36,"2,917,145",down,1953,"5,116,907",72,0,0,0,99.8
5186807,GW35,"2,844,572",down,1881,"8,240,398",46,2,0,0,100.2
5186807,GW34,"2,664,922",down,1835,"9,636,103",25,0,0,0,100.3
5186807,GW33,"2,338,251",down,1810,"3,986,413",73,4,0,0,100.7
5186807,GW32,"2,243,384",down,1737,"8,736,407",40,2,0,0,101.1
5186807,GW31,"1,950,151",down,1697,"10,491,938",21,0,0,0,101.2
5186807,GW30,"1,332,564",down,1676,"11,719,961",28,10,0,0,101.4
5186807,GW29,"926,985",down,1648,"4,167,023",62,21,0,0,101.2
5186807,GW28,"917,903",down,1586,"3,532,079",64,6,0,0,101.3
5186807,GW27,"881,313",up,1522,"2,509,131",54,6,0,0,101.1
5186807,GW26,"1,021,316",up,1468,"1,269,821",77,5,2,0,100.9
5186807,GW25,"1,291,233",down,1391,"4,033,279",65,8,0,0,100.8
5186807,GW24,"1,261,055",up,1326,"732,360",74,10,0,0,100.5
5186807,GW23,"1,657,066",up,1252,"588,489",64,8,0,0,100.5
5186807,GW22,"2,305,218",up,1188,"6,637,718",39,15,0,0,100.4
5186807,GW21,"2,313,083",down,1149,"5,699,106",50,4,0,0,100.4
5186807,GW20,"2,149,764",down,1099,"8,146,712",37,4,2,0,100.5
5186807,GW19,"1,829,824",up,1062,"1,655,584",52,20,0,0,100.1
5186807,GW18,"2,213,143",up,1010,"62,018",78,0,4,0,100.1
5186807,GW17,"3,422,132",up,932,"2,329,683",83,6,0,0,99.7
5186807,GW16,"3,735,997",up,849,"4,479,985",65,5,0,0,100.1
5186807,GW15,"3,756,553",down,784,"6,298,196",48,5,0,0,100.6
5186807,GW14,"3,639,313",down,736,"5,678,804",62,13,0,0,101
5186807,GW13,"3,477,287",down,674,"10,693,737",23,5,0,0,101.2
5186807,GW12,"2,813,163",down,651,"9,303,610",31,3,3,0,101.2
5186807,GW11,"2,329,912",down,620,"11,496,246",25,2,0,0,101.4
5186807,GW10,"1,609,762",down,595,"4,568,854",70,4,0,0,101.4
5186807,GW9,"1,521,538",up,525,"2,175,637",59,5,2,0,101.3
5186807,GW8,"2,059,953",down,466,"4,590,805",62,10,3,0,101.6
5186807,GW7,"1,946,224",down,404,"7,061,299",57,5,0,0,101.4
5186807,GW6,"1,305,508",up,347,"1,079,358",70,5,0,0,101.1
5186807,GW5,"2,342,217",down,277,"5,562,398",43,12,0,0,100.8
5186807,GW4,"2,155,694",up,234,"969,970",81,7,0,0,100.2
5186807,GW3,"4,389,105",down,153,"9,157,076",38,2,2,0,100
5186807,GW2,"2,478,284",up,115,"1,875,042",63,6,0,0,100
5186807,GW1,"5,174,823",same,52,"5,174,831",52,3,0,0,100
359167,GW38,"3,380,621",down,2036,"7,973,286",35,0,0,0,99.6
359167,GW37,"3,168,580",up,2001,"2,794,128",65,2,0,0,99.4
359167,GW36,"3,251,830",up,1936,"1,438,972",89,0,3,0,99.4
359167,GW35,"3,545,511",up,1847,"2,778,662",60,4,0,0,99.9
359167,GW34,"3,663,661",down,1787,"12,504,522",12,0,0,0,100
359167,GW33,"3,082,359",down,1775,"7,593,563",59,5,0,0,100.1
359167,GW32,"2,732,924",up,1716,"3,494,686",55,2,0,0,100.3
359167,GW31,"2,792,253",down,1661,"7,612,457",32,8,0,0,100.4
359167,GW30,"2,410,862",down,1629,"7,853,044",40,8,1,0,100.6
359167,GW29,"2,212,854",up,1589,"2,664,118",69,1,1,0,100.7
359167,GW28,"2,437,997",down,1520,"8,839,462",45,2,1,0,101.1
359167,GW27,"1,962,294",up,1475,"991,508",62,4,1,0,101.1
359167,GW26,"2,410,900",down,1413,"5,408,737",62,8,2,0,101.1
359167,GW25,"2,385,958",down,1351,"5,594,309",61,6,0,0,100.8
359167,GW24,"2,276,069",up,1290,"2,568,326",65,1,0,0,100.7
359167,GW23,"2,524,860",down,1225,"6,765,687",43,6,1,0,101.1
359167,GW22,"2,516,844",down,1182,"12,146,502",26,5,1,0,101.8
359167,GW21,"2,095,450",down,1156,"9,693,362",39,1,1,0,101.7
359167,GW20,"1,600,110",down,1117,"8,105,459",37,1,1,0,101.9
359167,GW19,"1,306,909",up,1080,"5,721,223",41,3,0,0,102
359167,GW18,"1,326,992",down,1039,"9,089,963",38,12,1,0,102
359167,GW17,"1,108,591",down,1001,"4,484,786",75,2,1,0,102.1
359167,GW16,"987,336",up,926,"2,776,184",72,0,5,0,102.3
359167,GW15,"1,004,584",up,854,"2,748,348",59,9,2,0,102.4
359167,GW14,"1,183,392",up,795,"1,098,348",79,2,0,0,102.6
359167,GW13,"1,568,899",down,716,"10,613,141",24,9,1,0,102.5
359167,GW12,"1,043,141",down,692,"5,088,197",41,2,1,0,102.5
359167,GW11,"1,018,653",down,651,"5,818,043",39,1,1,0,102.2
359167,GW10,"958,370",down,612,"3,699,846",73,5,1,0,101.9
359167,GW9,"953,774",up,539,"1,502,679",62,10,1,0,101.6
